Device Time, Air Fuel Ratio(Measured)(:1),Engine RPM(rpm),Mass Air Flow Rate(g/s),Throttle Position(Manifold)(%),Timing Advance(°)
31-maj-2017 08:27:01.398,14.57079983,2114.5,12.75,6.66666698,21
31-maj-2017 08:27:01.496,14.57079983,2114.5,12.75,6.66666698,21
31-maj-2017 08:27:01.597,14.57079983,2114.5,12.75,6.66666698,21
31-maj-2017 08:27:01.698,15.46801758,2114.5,12.75,6.66666698,21
31-maj-2017 08:27:01.797,15.46801758,2114.5,12.75,6.66666698,21
31-maj-2017 08:27:01.896,15.46801758,2114.5,8.25,6.66666698,21
31-maj-2017 08:27:01.998,15.46801758,2114.5,8.25,6.66666698,21
31-maj-2017 08:27:02.098,15.46801758,2091.75,8.25,6.66666698,21
31-maj-2017 08:27:02.197,15.46801758,2091.75,8.25,6.66666698,22.5
31-maj-2017 08:27:02.298,15.46801758,2091.75,8.25,6.66666698,22.5
31-maj-2017 08:27:02.397,15.46801758,2091.75,8.25,5.09803915,22.5
31-maj-2017 08:27:02.496,15.46801758,2091.75,8.25,5.09803915,22.5
31-maj-2017 08:27:02.596,15.46801758,2091.75,8.25,5.09803915,22.5
31-maj-2017 08:27:02.695,15.59721661,2091.75,8.25,5.09803915,22.5
31-maj-2017 08:27:02.797,15.59721661,2091.75,8.25,5.09803915,22.5
31-maj-2017 08:27:02.898,15.59721661,2091.75,8,5.09803915,22.5
31-maj-2017 08:27:02.997,15.59721661,2059.25,8,5.09803915,22.5
31-maj-2017 08:27:03.098,15.59721661,2059.25,8,5.09803915,22.5
31-maj-2017 08:27:03.198,15.59721661,2059.25,8,5.09803915,22.5
31-maj-2017 08:27:03.299,15.59721661,2059.25,8,5.09803915,22.5
31-maj-2017 08:27:03.398,15.59721661,2059.25,8,5.09803915,22.5
31-maj-2017 08:27:03.496,15.59721661,2059.25,8,5.09803915,22.5
31-maj-2017 08:27:03.597,15.59721661,2059.25,8,5.09803915,22.5
31-maj-2017 08:27:03.696,14.57079983,2059.25,8,5.09803915,22.5
31-maj-2017 08:27:03.798,14.57079983,2059.25,7.75,5.09803915,22.5
31-maj-2017 08:27:03.897,14.57079983,2059.25,7.75,5.09803915,22.5
31-maj-2017 08:27:03.998,14.57079983,2026.75,7.75,5.09803915,22.5
31-maj-2017 08:27:04.097,14.57079983,2026.75,7.75,5.09803915,22.5
31-maj-2017 08:27:04.196,14.57079983,2026.75,7.75,5.09803915,21.5
31-maj-2017 08:27:04.297,14.57079983,2026.75,7.75,4.70588255,21.5
31-maj-2017 08:27:04.396,14.57079983,2026.75,7.75,4.70588255,21.5
31-maj-2017 08:27:04.495,14.57079983,2026.75,7.75,4.70588255,21.5
31-maj-2017 08:27:04.596,14.57079983,2026.75,7.75,4.70588255,21.5
31-maj-2017 08:27:04.698,14.55285645,2026.75,7.75,4.70588255,21.5
31-maj-2017 08:27:04.797,14.55285645,2026.75,7.5,4.70588255,21.5
31-maj-2017 08:27:04.897,14.55285645,2026.75,7.5,4.70588255,21.5
31-maj-2017 08:27:04.996,14.55285645,1993.5,7.5,4.70588255,21.5
31-maj-2017 08:27:05.096,14.55285645,1993.5,7.5,4.70588255,21
31-maj-2017 08:27:05.196,14.55285645,1993.5,7.5,4.70588255,21
31-maj-2017 08:27:05.297,14.55285645,1993.5,7.5,5.09803915,21
31-maj-2017 08:27:05.396,14.55285645,1993.5,7.5,5.09803915,21
31-maj-2017 08:27:05.495,14.55285645,1993.5,7.5,5.09803915,21
31-maj-2017 08:27:05.595,14.82202148,1993.5,7.5,5.09803915,21
31-maj-2017 08:27:05.697,14.82202148,1993.5,7.5,5.09803915,21
31-maj-2017 08:27:05.797,14.82202148,1993.5,8.5,5.09803915,21
31-maj-2017 08:27:05.897,14.82202148,1993.5,8.5,5.09803915,21
31-maj-2017 08:27:05.998,14.82202148,1972.5,8.5,5.09803915,21
31-maj-2017 08:27:06.100,14.82202148,1972.5,8.5,5.09803915,20
31-maj-2017 08:27:06.197,14.82202148,1972.5,8.5,5.09803915,20
31-maj-2017 08:27:06.297,14.82202148,1972.5,8.5,6.27450991,20
31-maj-2017 08:27:06.396,14.82202148,1972.5,8.5,6.27450991,20
31-maj-2017 08:27:06.495,14.82202148,1972.5,8.5,6.27450991,20
31-maj-2017 08:27:06.596,14.64257717,1972.5,8.5,6.27450991,20
31-maj-2017 08:27:06.696,14.64257717,1972.5,8.5,6.27450991,20
31-maj-2017 08:27:06.798,14.64257717,1972.5,10.5,6.27450991,20
31-maj-2017 08:27:06.897,14.64257717,1955,10.5,6.27450991,20
31-maj-2017 08:27:06.998,14.64257717,1955,10.5,6.27450991,20
31-maj-2017 08:27:07.096,14.64257717,1955,10.5,6.27450991,20
31-maj-2017 08:27:07.197,14.64257717,1955,10.5,6.27450991,20
31-maj-2017 08:27:07.298,14.64257717,1955,10.5,7.84313726,20
31-maj-2017 08:27:07.396,14.64257717,1955,10.5,7.84313726,20
31-maj-2017 08:27:07.495,14.64257717,1955,10.5,7.84313726,20
31-maj-2017 08:27:07.598,14.75024414,1955,10.5,7.84313726,20
31-maj-2017 08:27:07.696,14.75024414,1955,10.5,7.84313726,20
31-maj-2017 08:27:07.797,14.75024414,1955,9.5,7.84313726,20
31-maj-2017 08:27:07.897,14.75024414,1955,9.5,7.84313726,20
31-maj-2017 08:27:07.997,14.75024414,1946.75,9.5,7.84313726,20
31-maj-2017 08:27:08.097,14.75024414,1946.75,9.5,7.84313726,20
31-maj-2017 08:27:08.197,14.75024414,1946.75,9.5,7.84313726,20
31-maj-2017 08:27:08.297,14.75024414,1946.75,9.5,5.49019623,20
31-maj-2017 08:27:08.396,14.75024414,1946.75,9.5,5.49019623,20
31-maj-2017 08:27:08.496,14.75024414,1946.75,9.5,5.49019623,20
31-maj-2017 08:27:08.596,14.36623478,1946.75,9.5,5.49019623,20
31-maj-2017 08:27:08.697,14.36623478,1946.75,9.5,5.49019623,20
31-maj-2017 08:27:08.797,14.36623478,1946.75,8.5,5.49019623,20
31-maj-2017 08:27:08.896,14.36623478,1926,8.5,5.49019623,20
31-maj-2017 08:27:08.998,14.36623478,1926,8.5,5.49019623,20
31-maj-2017 08:27:09.097,14.36623478,1926,8.5,5.49019623,20
31-maj-2017 08:27:09.196,14.36623478,1926,8.5,5.49019623,20
31-maj-2017 08:27:09.298,14.36623478,1926,8.5,5.49019623,20
31-maj-2017 08:27:09.397,14.36623478,1926,8.5,5.49019623,20
31-maj-2017 08:27:09.496,14.36623478,1926,8.5,5.49019623,20
31-maj-2017 08:27:09.596,14.7968998,1926,8.5,5.49019623,20
31-maj-2017 08:27:09.696,14.7968998,1926,8.5,5.49019623,20
31-maj-2017 08:27:09.798,14.7968998,1926,8.5,5.49019623,20
31-maj-2017 08:27:09.897,14.7968998,1904.25,8.5,5.49019623,20
31-maj-2017 08:27:09.996,14.7968998,1904.25,8.5,5.49019623,20
31-maj-2017 08:27:10.096,14.7968998,1904.25,8.5,5.49019623,19.5
31-maj-2017 08:27:10.195,14.7968998,1904.25,8.5,5.49019623,19.5
31-maj-2017 08:27:10.295,14.7968998,1904.25,8.5,5.09803915,19.5
31-maj-2017 08:27:10.398,14.7968998,1904.25,8.5,5.09803915,19.5
31-maj-2017 08:27:10.495,14.7968998,1904.25,8.5,5.09803915,19.5
31-maj-2017 08:27:10.596,14.82202148,1904.25,8.5,5.09803915,19.5
31-maj-2017 08:27:10.697,14.82202148,1904.25,8.5,5.09803915,19.5
31-maj-2017 08:27:10.798,14.82202148,1904.25,7.75,5.09803915,19.5
31-maj-2017 08:27:10.897,14.82202148,1873.25,7.75,5.09803915,19.5
31-maj-2017 08:27:10.997,14.82202148,1873.25,7.75,5.09803915,19.5
31-maj-2017 08:27:11.097,14.82202148,1873.25,7.75,5.09803915,20
31-maj-2017 08:27:11.197,14.82202148,1873.25,7.75,5.09803915,20
31-maj-2017 08:27:11.299,14.82202148,1873.25,7.75,4.70588255,20
31-maj-2017 08:27:11.395,14.82202148,1873.25,7.75,4.70588255,20
31-maj-2017 08:27:11.495,14.82202148,1873.25,7.75,4.70588255,20
31-maj-2017 08:27:11.597,14.58874512,1873.25,7.75,4.70588255,20
31-maj-2017 08:27:11.696,14.58874512,1873.25,7.75,4.70588255,20
31-maj-2017 08:27:11.796,14.58874512,1873.25,8.75,4.70588255,20
31-maj-2017 08:27:11.896,14.58874512,1873.25,8.75,4.70588255,20
31-maj-2017 08:27:11.996,14.58874512,1847.25,8.75,4.70588255,20
31-maj-2017 08:27:12.096,14.58874512,1847.25,8.75,4.70588255,20
31-maj-2017 08:27:12.197,14.58874512,1847.25,8.75,4.70588255,19.5
31-maj-2017 08:27:12.297,14.58874512,1847.25,8.75,6.27450991,19.5
31-maj-2017 08:27:12.396,14.58874512,1847.25,8.75,6.27450991,19.5
31-maj-2017 08:27:12.496,14.58874512,1847.25,8.75,6.27450991,19.5
31-maj-2017 08:27:12.595,14.45954514,1847.25,8.75,6.27450991,19.5
31-maj-2017 08:27:12.697,14.45954514,1847.25,8.75,6.27450991,19.5
31-maj-2017 08:27:12.797,14.45954514,1847.25,9.75,6.27450991,19.5
31-maj-2017 08:27:12.895,14.45954514,1847.25,9.75,6.27450991,19.5
31-maj-2017 08:27:12.997,14.45954514,1851.25,9.75,6.27450991,19.5
31-maj-2017 08:27:13.096,14.45954514,1851.25,9.75,6.27450991,20
31-maj-2017 08:27:13.197,14.45954514,1851.25,9.75,6.27450991,20
31-maj-2017 08:27:13.297,14.45954514,1851.25,9.75,6.27450991,20
31-maj-2017 08:27:13.398,14.45954514,1851.25,9.75,6.27450991,20
31-maj-2017 08:27:13.496,14.45954514,1851.25,9.75,6.27450991,20
31-maj-2017 08:27:13.595,14.86867619,1851.25,9.75,6.27450991,20
31-maj-2017 08:27:13.697,14.86867619,1851.25,9.75,6.27450991,20
31-maj-2017 08:27:13.798,14.86867619,1851.25,10,6.27450991,20
31-maj-2017 08:27:13.898,14.86867619,1837.5,10,6.27450991,20
31-maj-2017 08:27:13.997,14.86867619,1837.5,10,6.27450991,20
31-maj-2017 08:27:14.096,14.86867619,1837.5,10,6.27450991,19.5
31-maj-2017 08:27:14.195,14.86867619,1837.5,10,6.27450991,19.5
31-maj-2017 08:27:14.297,14.86867619,1837.5,10,7.05882359,19.5
31-maj-2017 08:27:14.395,14.86867619,1837.5,10,7.05882359,19.5
31-maj-2017 08:27:14.495,14.86867619,1837.5,10,7.05882359,19.5
31-maj-2017 08:27:14.598,14.64257717,1837.5,10,7.05882359,19.5
31-maj-2017 08:27:14.698,14.64257717,1837.5,10,7.05882359,19.5
31-maj-2017 08:27:14.796,14.64257717,1837.5,11.25,7.05882359,19.5
31-maj-2017 08:27:14.897,14.64257717,1845.25,11.25,7.05882359,19.5
31-maj-2017 08:27:14.997,14.64257717,1845.25,11.25,7.05882359,19.5
31-maj-2017 08:27:15.097,14.64257717,1845.25,11.25,7.05882359,19.5
31-maj-2017 08:27:15.196,14.64257717,1845.25,11.25,7.05882359,19.5
31-maj-2017 08:27:15.297,14.64257717,1845.25,11.25,7.05882359,19.5
31-maj-2017 08:27:15.396,14.64257717,1845.25,11.25,7.05882359,19.5
31-maj-2017 08:27:15.496,14.64257717,1845.25,11.25,7.05882359,19.5
31-maj-2017 08:27:15.597,14.66052151,1845.25,11.25,7.05882359,19.5
31-maj-2017 08:27:15.696,14.66052151,1845.25,10.75,7.05882359,19.5
31-maj-2017 08:27:15.796,14.66052151,1845.25,10.75,7.05882359,19.5
31-maj-2017 08:27:15.896,14.66052151,1850.75,10.75,7.05882359,19.5
31-maj-2017 08:27:15.996,14.66052151,1850.75,10.75,7.05882359,19.5
31-maj-2017 08:27:16.097,14.66052151,1850.75,10.75,7.05882359,19.5
31-maj-2017 08:27:16.196,14.66052151,1850.75,10.75,7.05882359,19.5
31-maj-2017 08:27:16.296,14.66052151,1850.75,10.75,7.05882359,19.5
31-maj-2017 08:27:16.397,14.66052151,1850.75,10.75,7.05882359,19.5
31-maj-2017 08:27:16.496,14.62463284,1850.75,10.75,7.05882359,19.5
31-maj-2017 08:27:16.597,14.62463284,1850.75,10.75,7.05882359,19.5
31-maj-2017 08:27:16.696,14.62463284,1850.75,11,7.05882359,19.5
31-maj-2017 08:27:16.796,14.62463284,1850.75,11,7.05882359,19.5
31-maj-2017 08:27:16.897,14.62463284,1851,11,7.05882359,19.5
31-maj-2017 08:27:16.997,14.62463284,1851,11,7.05882359,19.5
31-maj-2017 08:27:17.097,14.62463284,1851,11,7.05882359,19.5
31-maj-2017 08:27:17.195,14.62463284,1851,11,7.05882359,19.5
31-maj-2017 08:27:17.297,14.62463284,1851,11,7.05882359,19.5
31-maj-2017 08:27:17.396,14.62463284,1851,11,7.05882359,19.5
31-maj-2017 08:27:17.495,14.55285645,1851,11,7.05882359,19.5
31-maj-2017 08:27:17.597,14.55285645,1851,11,7.05882359,19.5
31-maj-2017 08:27:17.696,14.55285645,1851,10.25,7.05882359,19.5
31-maj-2017 08:27:17.797,14.55285645,1851,10.25,7.05882359,19.5
31-maj-2017 08:27:17.897,14.55285645,1856.25,10.25,7.05882359,19.5
31-maj-2017 08:27:17.996,14.55285645,1856.25,10.25,7.05882359,19.5
31-maj-2017 08:27:18.097,14.55285645,1856.25,10.25,7.05882359,19.5
31-maj-2017 08:27:18.199,14.55285645,1856.25,10.25,6.27450991,19.5
31-maj-2017 08:27:18.297,14.55285645,1856.25,10.25,6.27450991,19.5
31-maj-2017 08:27:18.396,14.55285645,1856.25,10.25,6.27450991,19.5
31-maj-2017 08:27:18.496,14.7968998,1856.25,10.25,6.27450991,19.5
31-maj-2017 08:27:18.596,14.7968998,1856.25,10.25,6.27450991,19.5
31-maj-2017 08:27:18.698,14.7968998,1856.25,9,6.27450991,19.5
31-maj-2017 08:27:18.797,14.7968998,1843.75,9,6.27450991,19.5
31-maj-2017 08:27:18.896,14.7968998,1843.75,9,6.27450991,19.5
31-maj-2017 08:27:18.996,14.7968998,1843.75,9,6.27450991,19.5
31-maj-2017 08:27:19.098,14.7968998,1843.75,9,6.27450991,19.5
31-maj-2017 08:27:19.197,14.7968998,1843.75,9,5.49019623,19.5
31-maj-2017 08:27:19.305,14.7968998,1843.75,9,5.49019623,19.5
31-maj-2017 08:27:19.396,14.7968998,1843.75,9,5.49019623,19.5
31-maj-2017 08:27:19.497,14.89379883,1843.75,9,5.49019623,19.5
31-maj-2017 08:27:19.595,14.89379883,1843.75,8.75,5.49019623,19.5
31-maj-2017 08:27:19.695,14.89379883,1843.75,8.75,5.49019623,19.5
31-maj-2017 08:27:19.796,14.89379883,1830.5,8.75,5.49019623,19.5
31-maj-2017 08:27:19.896,14.89379883,1830.5,8.75,5.49019623,19.5
31-maj-2017 08:27:19.996,14.89379883,1830.5,8.75,5.49019623,19.5
31-maj-2017 08:27:20.097,14.89379883,1830.5,8.75,5.09803915,19.5
31-maj-2017 08:27:20.197,14.89379883,1830.5,8.75,5.09803915,19.5
31-maj-2017 08:27:20.296,14.89379883,1830.5,8.75,5.09803915,19.5
31-maj-2017 08:27:20.397,14.64257717,1830.5,8.75,5.09803915,19.5
31-maj-2017 08:27:20.496,14.64257717,1830.5,8.75,5.09803915,19.5
31-maj-2017 08:27:20.598,14.64257717,1830.5,8,5.09803915,19.5
31-maj-2017 08:27:20.696,14.64257717,1830.5,8,5.09803915,19.5
31-maj-2017 08:27:20.796,14.64257717,1814,8,5.09803915,19.5
31-maj-2017 08:27:20.899,14.64257717,1814,8,5.09803915,19.5
31-maj-2017 08:27:20.996,14.64257717,1814,8,5.09803915,19.5
31-maj-2017 08:27:21.096,14.64257717,1814,8,5.49019623,19.5
31-maj-2017 08:27:21.197,14.64257717,1814,8,5.49019623,19.5
31-maj-2017 08:27:21.297,14.64257717,1814,8,5.49019623,19.5
31-maj-2017 08:27:21.396,14.82202148,1814,8,5.49019623,19.5
31-maj-2017 08:27:21.496,14.82202148,1814,8,5.49019623,19.5
31-maj-2017 08:27:21.598,14.82202148,1814,9,5.49019623,19.5
31-maj-2017 08:27:21.697,14.82202148,1814,9,5.49019623,19.5
31-maj-2017 08:27:21.796,14.82202148,1800,9,5.49019623,19.5
31-maj-2017 08:27:21.896,14.82202148,1800,9,5.49019623,19.5
31-maj-2017 08:27:21.997,14.82202148,1800,9,5.49019623,18.5
31-maj-2017 08:27:22.096,14.82202148,1800,9,4.31372547,18.5
31-maj-2017 08:27:22.197,14.82202148,1800,9,4.31372547,18.5
31-maj-2017 08:27:22.297,14.82202148,1800,9,4.31372547,18.5
31-maj-2017 08:27:22.396,14.82202148,1800,9,4.31372547,18.5
31-maj-2017 08:27:22.496,14.2765131,1800,9,4.31372547,18.5
31-maj-2017 08:27:22.597,14.2765131,1800,7.25,4.31372547,18.5
31-maj-2017 08:27:22.697,14.2765131,1800,7.25,4.31372547,18.5
31-maj-2017 08:27:22.795,14.2765131,1778,7.25,4.31372547,18.5
31-maj-2017 08:27:22.897,14.2765131,1778,7.25,4.31372547,19.5
31-maj-2017 08:27:22.997,14.2765131,1778,7.25,4.31372547,19.5
31-maj-2017 08:27:23.099,14.2765131,1778,7.25,4.70588255,19.5
31-maj-2017 08:27:23.196,14.2765131,1778,7.25,4.70588255,19.5
31-maj-2017 08:27:23.298,14.2765131,1778,7.25,4.70588255,19.5
31-maj-2017 08:27:23.396,15.14143085,1778,7.25,4.70588255,19.5
31-maj-2017 08:27:23.495,15.14143085,1778,7.25,4.70588255,19.5
31-maj-2017 08:27:23.597,15.14143085,1778,7.25,4.70588255,19.5
31-maj-2017 08:27:23.698,15.14143085,1752.25,7.25,4.70588255,19.5
31-maj-2017 08:27:23.797,15.14143085,1752.25,7.25,4.70588255,19.5
31-maj-2017 08:27:23.896,15.14143085,1752.25,7.25,4.70588255,19.5
31-maj-2017 08:27:23.999,15.14143085,1752.25,7.25,5.88235283,19.5
31-maj-2017 08:27:24.097,15.14143085,1752.25,7.25,5.88235283,19.5
31-maj-2017 08:27:24.196,15.14143085,1752.25,7.25,5.88235283,19.5
31-maj-2017 08:27:24.296,15.14143085,1752.25,7.25,5.88235283,19.5
31-maj-2017 08:27:24.396,14.75024414,1752.25,7.25,5.88235283,19.5
31-maj-2017 08:27:24.495,14.75024414,1752.25,7.25,5.88235283,19.5
31-maj-2017 08:27:24.596,14.75024414,1752.25,5,5.88235283,19.5
31-maj-2017 08:27:24.696,14.75024414,1716.75,5,5.88235283,19.5
31-maj-2017 08:27:24.797,14.75024414,1716.75,5,5.88235283,19.5
31-maj-2017 08:27:24.897,14.75024414,1716.75,5,5.88235283,10.5
31-maj-2017 08:27:24.997,14.75024414,1716.75,5,2.35294127,10.5
31-maj-2017 08:27:25.095,14.75024414,1716.75,5,2.35294127,10.5
31-maj-2017 08:27:25.197,14.75024414,1716.75,5,2.35294127,10.5
31-maj-2017 08:27:25.296,15.37470722,1716.75,5,2.35294127,10.5
31-maj-2017 08:27:25.398,15.37470722,1716.75,5,2.35294127,10.5
31-maj-2017 08:27:25.496,15.37470722,1716.75,4.25,2.35294127,10.5
31-maj-2017 08:27:25.597,15.37470722,1663.5,4.25,2.35294127,10.5
31-maj-2017 08:27:25.697,15.37470722,1663.5,4.25,2.35294127,10.5
31-maj-2017 08:27:25.796,15.37470722,1663.5,4.25,2.35294127,15.5
31-maj-2017 08:27:25.897,15.37470722,1663.5,4.25,2.35294127,15.5
31-maj-2017 08:27:25.999,15.37470722,1663.5,4.25,2.35294127,15.5
31-maj-2017 08:27:26.096,15.37470722,1663.5,4.25,2.35294127,15.5
31-maj-2017 08:27:26.198,15.37470722,1663.5,4.25,2.35294127,15.5
31-maj-2017 08:27:26.296,14.29445744,1663.5,4.25,2.35294127,15.5
31-maj-2017 08:27:26.396,14.29445744,1663.5,4.25,2.35294127,15.5
31-maj-2017 08:27:26.496,14.29445744,1663.5,4,2.35294127,15.5
31-maj-2017 08:27:26.597,14.29445744,1586.5,4,2.35294127,15.5
31-maj-2017 08:27:26.696,14.29445744,1586.5,4,2.35294127,15.5
31-maj-2017 08:27:26.796,14.29445744,1586.5,4,2.35294127,5
31-maj-2017 08:27:26.899,14.29445744,1586.5,4,2.35294127,5
31-maj-2017 08:27:26.996,14.29445744,1586.5,4,2.35294127,5
31-maj-2017 08:27:27.097,14.29445744,1586.5,4,2.35294127,5
31-maj-2017 08:27:27.197,14.29445744,1586.5,4,2.35294127,5
31-maj-2017 08:27:27.296,14.42365742,1586.5,4,2.35294127,5
31-maj-2017 08:27:27.396,14.42365742,1586.5,3.75,2.35294127,5
31-maj-2017 08:27:27.495,14.42365742,1586.5,3.75,2.35294127,5
31-maj-2017 08:27:27.597,14.42365742,1519.75,3.75,2.35294127,5
31-maj-2017 08:27:27.698,14.42365742,1519.75,3.75,2.35294127,5
31-maj-2017 08:27:27.797,14.42365742,1519.75,3.75,2.35294127,5
31-maj-2017 08:27:27.898,14.42365742,1519.75,3.75,1.96078432,5
31-maj-2017 08:27:27.999,14.42365742,1519.75,3.75,1.96078432,5
31-maj-2017 08:27:28.096,14.42365742,1519.75,3.75,1.96078432,5
31-maj-2017 08:27:28.197,14.94404316,1519.75,3.75,1.96078432,5
31-maj-2017 08:27:28.297,14.94404316,1519.75,3.75,1.96078432,5
31-maj-2017 08:27:28.396,14.94404316,1519.75,3.5,1.96078432,5
31-maj-2017 08:27:28.495,14.94404316,1519.75,3.5,1.96078432,5
31-maj-2017 08:27:28.598,14.94404316,1455.75,3.5,1.96078432,5
31-maj-2017 08:27:28.696,14.94404316,1455.75,3.5,1.96078432,4.5
31-maj-2017 08:27:28.795,14.94404316,1455.75,3.5,1.96078432,4.5
31-maj-2017 08:27:28.897,14.94404316,1455.75,3.5,1.96078432,4.5
31-maj-2017 08:27:28.997,14.94404316,1455.75,3.5,1.96078432,4.5
31-maj-2017 08:27:29.097,14.94404316,1455.75,3.5,1.96078432,4.5
31-maj-2017 08:27:29.197,15.14143085,1455.75,3.5,1.96078432,4.5
31-maj-2017 08:27:29.299,15.14143085,1455.75,3.25,1.96078432,4.5
31-maj-2017 08:27:29.396,15.14143085,1455.75,3.25,1.96078432,4.5
31-maj-2017 08:27:29.495,15.14143085,1397.25,3.25,1.96078432,4.5
31-maj-2017 08:27:29.597,15.14143085,1397.25,3.25,1.96078432,4.5
31-maj-2017 08:27:29.696,15.14143085,1397.25,3.25,1.96078432,3.5
31-maj-2017 08:27:29.797,15.14143085,1397.25,3.25,1.96078432,3.5
31-maj-2017 08:27:29.897,15.14143085,1397.25,3.25,1.96078432,3.5
31-maj-2017 08:27:29.996,15.14143085,1397.25,3.25,1.96078432,3.5
31-maj-2017 08:27:30.098,14.72871017,1397.25,3.25,1.96078432,3.5
31-maj-2017 08:27:30.198,14.72871017,1397.25,3.25,1.96078432,3.5
31-maj-2017 08:27:30.299,14.72871017,1397.25,3.25,1.96078432,3.5
31-maj-2017 08:27:30.395,14.72871017,1397.25,3.25,1.96078432,3.5
31-maj-2017 08:27:30.495,14.72871017,1333.75,3.25,1.96078432,3.5
31-maj-2017 08:27:30.596,14.72871017,1333.75,3.25,1.96078432,6
31-maj-2017 08:27:30.697,14.72871017,1333.75,3.25,1.96078432,6
31-maj-2017 08:27:30.796,14.72871017,1333.75,3.25,1.56862748,6
31-maj-2017 08:27:30.895,14.72871017,1333.75,3.25,1.56862748,6
31-maj-2017 08:27:31.000,14.72871017,1333.75,3.25,1.56862748,6
31-maj-2017 08:27:31.096,14.84714413,1333.75,3.25,1.56862748,6
31-maj-2017 08:27:31.199,14.84714413,1333.75,4,1.56862748,6
31-maj-2017 08:27:31.297,14.84714413,1333.75,4,1.56862748,6
31-maj-2017 08:27:31.396,14.84714413,-64.25,4,1.56862748,6
31-maj-2017 08:27:31.496,14.84714413,-64.25,4,1.56862748,6
31-maj-2017 08:27:31.595,14.84714413,-64.25,4,1.56862748,8
31-maj-2017 08:27:31.697,14.84714413,-64.25,4,1.96078432,8
31-maj-2017 08:27:31.797,14.84714413,-64.25,4,1.96078432,8
31-maj-2017 08:27:31.896,14.84714413,-64.25,4,1.96078432,8
31-maj-2017 08:27:31.997,14.42365742,-64.25,4,1.96078432,8
31-maj-2017 08:27:32.096,14.42365742,-64.25,4,1.96078432,8
31-maj-2017 08:27:32.197,14.42365742,-64.25,3.25,1.96078432,8
31-maj-2017 08:27:32.297,14.42365742,861.5,3.25,1.96078432,8
31-maj-2017 08:27:32.396,14.42365742,861.5,3.25,1.96078432,8
31-maj-2017 08:27:32.495,14.42365742,861.5,3.25,1.96078432,9
31-maj-2017 08:27:32.598,14.42365742,861.5,3.25,1.96078432,9
31-maj-2017 08:27:32.697,14.42365742,861.5,3.25,1.56862748,9
31-maj-2017 08:27:32.797,14.42365742,861.5,3.25,1.56862748,9
31-maj-2017 08:27:32.897,14.42365742,861.5,3.25,1.56862748,9
31-maj-2017 08:27:32.997,13.60898495,861.5,3.25,1.56862748,9
31-maj-2017 08:27:33.100,13.60898495,861.5,3.25,1.56862748,9
31-maj-2017 08:27:33.199,13.60898495,861.5,3,1.56862748,9
31-maj-2017 08:27:33.297,13.60898495,810.25,3,1.56862748,9
31-maj-2017 08:27:33.397,13.60898495,810.25,3,1.56862748,9
31-maj-2017 08:27:33.495,13.60898495,810.25,3,1.56862748,8
31-maj-2017 08:27:33.595,13.60898495,810.25,3,1.96078432,8
31-maj-2017 08:27:33.696,13.60898495,810.25,3,1.96078432,8
31-maj-2017 08:27:33.795,13.60898495,810.25,3,1.96078432,8
31-maj-2017 08:27:33.898,14.14731503,810.25,3,1.96078432,8
31-maj-2017 08:27:33.996,14.14731503,810.25,3,1.96078432,8
31-maj-2017 08:27:34.097,14.14731503,810.25,3.5,1.96078432,8
31-maj-2017 08:27:34.197,14.14731503,810.25,3.5,1.96078432,8
31-maj-2017 08:27:34.297,14.14731503,827.75,3.5,1.96078432,8
31-maj-2017 08:27:34.397,14.14731503,827.75,3.5,1.96078432,8
31-maj-2017 08:27:34.496,14.14731503,827.75,3.5,1.96078432,3.5
31-maj-2017 08:27:34.596,14.14731503,827.75,3.5,1.96078432,3.5
31-maj-2017 08:27:34.696,14.14731503,827.75,3.5,1.96078432,3.5
31-maj-2017 08:27:34.797,14.14731503,827.75,3.5,1.96078432,3.5
31-maj-2017 08:27:34.897,14.14731503,827.75,3.5,1.96078432,3.5
31-maj-2017 08:27:34.997,14.82202148,827.75,3.5,1.96078432,3.5
31-maj-2017 08:27:35.098,14.82202148,827.75,3.5,1.96078432,3.5
31-maj-2017 08:27:35.196,14.82202148,827.75,4,1.96078432,3.5
31-maj-2017 08:27:35.296,14.82202148,843.5,4,1.96078432,3.5
31-maj-2017 08:27:35.398,14.82202148,843.5,4,1.96078432,3.5
31-maj-2017 08:27:35.495,14.82202148,843.5,4,1.96078432,4.5
31-maj-2017 08:27:35.598,14.82202148,843.5,4,1.96078432,4.5
31-maj-2017 08:27:35.697,14.82202148,843.5,4,1.96078432,4.5
31-maj-2017 08:27:35.797,14.82202148,843.5,4,1.96078432,4.5
31-maj-2017 08:27:35.897,14.82202148,843.5,4,1.96078432,4.5
31-maj-2017 08:27:35.996,14.86867619,843.5,4,1.96078432,4.5
31-maj-2017 08:27:36.095,14.86867619,843.5,4,1.96078432,4.5
31-maj-2017 08:27:36.197,14.86867619,843.5,3.5,1.96078432,4.5
31-maj-2017 08:27:36.296,14.86867619,837,3.5,1.96078432,4.5
31-maj-2017 08:27:36.396,14.86867619,837,3.5,1.96078432,4.5
31-maj-2017 08:27:36.496,14.86867619,837,3.5,1.96078432,6.5
31-maj-2017 08:27:36.597,14.86867619,837,3.5,1.96078432,6.5
31-maj-2017 08:27:36.698,14.86867619,837,3.5,1.96078432,6.5
31-maj-2017 08:27:36.796,14.86867619,837,3.5,1.96078432,6.5
